InstrumentName, Construction Dust Monitor (A) [Sensor B],,
StartTime, 2018-06-01 00:00:00,,
EndTime, 2018-06-30 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
06/20/2018 16:28:52.000000,9.26,12.05,11.93
06/20/2018 16:32:52.000000,8.76,12.19,11.22
06/20/2018 16:35:33.000000,8.07,10.93,10.45
06/20/2018 16:38:13.000000,8.51,12.21,11.56
06/20/2018 16:40:52.000000,8.59,12.07,11.24
06/20/2018 16:44:52.000000,6.63,9.0,8.37
06/20/2018 16:47:32.000000,5.69,8.02,7.5
06/20/2018 16:50:12.000000,7.02,8.73,8.68
06/20/2018 16:52:52.000000,5.24,6.43,6.33
06/20/2018 16:55:32.000000,5.93,7.86,7.79
06/20/2018 16:59:32.000000,6.44,8.44,8.2
06/20/2018 17:02:12.000000,6.45,8.35,8.35
06/20/2018 17:04:52.000000,6.12,7.41,7.34
06/20/2018 17:08:52.000000,6.36,8.36,8.05
06/20/2018 17:11:32.000000,5.43,7.28,6.6
06/20/2018 17:14:12.000000,4.31,5.71,5.21
06/20/2018 17:16:54.000000,5.2,6.73,6.73
06/20/2018 17:20:52.000000,4.32,5.15,5.15
06/20/2018 17:23:32.000000,4.86,5.31,5.31
06/20/2018 17:26:12.000000,4.66,5.85,5.54
06/20/2018 17:28:52.000000,4.26,5.38,5.17
06/20/2018 17:32:52.000000,4.12,5.09,5.09
06/20/2018 17:35:32.000000,4.17,5.78,5.54
06/20/2018 17:38:12.000000,5.57,7.31,7.31
06/20/2018 17:40:52.000000,5.0,5.98,5.85
06/20/2018 17:44:52.000000,4.0,4.93,4.76
06/20/2018 17:47:32.000000,4.63,5.73,5.61
06/20/2018 17:50:12.000000,5.21,6.52,6.36
06/20/2018 17:52:52.000000,4.17,5.48,5.24
06/20/2018 17:56:52.000000,3.88,4.88,4.74
06/20/2018 17:59:32.000000,3.29,4.39,4.0
06/20/2018 18:02:12.000000,2.7,3.53,3.3
06/20/2018 18:04:52.000000,3.67,4.45,4.24
06/20/2018 18:07:32.000000,1.98,2.62,2.6
06/20/2018 18:11:32.000000,2.1,2.88,2.43
06/20/2018 18:14:12.000000,2.81,3.52,3.5
06/20/2018 18:16:52.000000,2.77,3.49,3.14
06/20/2018 18:20:52.000000,3.55,4.33,4.19
06/20/2018 18:23:32.000000,3.39,4.66,3.93
06/20/2018 18:26:12.000000,2.15,3.0,2.8
06/20/2018 18:28:52.000000,3.8,5.02,5.02
06/20/2018 18:32:52.000000,3.12,3.88,3.76
06/20/2018 18:35:32.000000,3.55,4.38,3.74
06/20/2018 18:38:13.000000,3.43,4.86,4.43
06/20/2018 18:40:52.000000,3.43,4.4,4.4
06/20/2018 18:44:52.000000,3.28,3.9,3.65
06/20/2018 18:47:32.000000,3.88,4.44,4.44
06/20/2018 18:50:13.000000,2.54,4.07,3.51
06/20/2018 18:52:52.000000,4.21,5.19,5.19
06/20/2018 18:56:52.000000,3.9,5.14,5.02
06/20/2018 18:59:32.000000,3.81,4.9,4.62
06/20/2018 19:02:12.000000,4.24,5.17,5.02
06/20/2018 19:04:52.000000,3.86,4.77,4.77
06/20/2018 19:08:52.000000,3.32,3.59,3.56
06/20/2018 19:11:32.000000,3.4,4.0,4.0
06/20/2018 19:14:13.000000,3.0,3.86,3.86
06/20/2018 19:16:52.000000,3.28,3.7,3.62
06/20/2018 19:20:52.000000,2.98,3.37,3.37
06/20/2018 19:23:32.000000,2.73,3.66,3.66
06/20/2018 19:26:12.000000,2.9,3.63,3.32
06/20/2018 19:28:52.000000,2.64,2.86,2.74
06/20/2018 19:32:52.000000,3.02,3.4,3.4
06/20/2018 19:35:32.000000,2.81,3.29,3.1
06/20/2018 19:38:12.000000,2.59,3.15,3.0
06/20/2018 19:40:52.000000,2.49,3.15,2.95
06/20/2018 19:44:52.000000,2.98,3.44,3.44
06/20/2018 19:47:32.000000,3.71,4.63,4.56
06/20/2018 19:50:12.000000,2.78,3.46,3.46
06/20/2018 19:52:52.000000,1.9,2.74,2.55
06/20/2018 19:56:52.000000,2.49,3.27,2.76
06/20/2018 19:59:32.000000,2.93,3.52,3.52
06/20/2018 20:02:12.000000,3.62,4.95,4.49
06/20/2018 20:04:52.000000,2.86,3.17,3.12
06/20/2018 20:07:32.000000,3.2,4.05,3.72
06/20/2018 20:11:32.000000,2.31,2.71,2.71
06/20/2018 20:14:13.000000,3.05,3.76,3.76
06/20/2018 20:16:52.000000,2.98,3.64,3.64
06/20/2018 20:20:52.000000,2.14,3.14,2.9
06/20/2018 20:23:32.000000,4.05,5.21,4.81
06/20/2018 20:26:12.000000,3.9,4.51,4.27
06/20/2018 20:28:52.000000,2.46,3.07,3.07
06/20/2018 20:32:52.000000,2.9,3.56,3.56
06/20/2018 20:35:32.000000,2.34,2.56,2.56
06/20/2018 20:38:12.000000,3.54,4.17,4.12
06/20/2018 20:40:52.000000,2.44,2.8,2.8
06/25/2018 13:14:51.000000,5.67,11.0,11.0
06/25/2018 13:17:30.000000,6.57,9.95,9.64
06/25/2018 13:20:12.000000,7.43,10.45,10.38
06/25/2018 13:22:50.000000,7.38,10.55,10.02
06/25/2018 13:26:51.000000,8.24,11.39,11.24
06/25/2018 13:29:30.000000,8.6,11.7,11.6
06/25/2018 13:32:10.000000,7.49,10.02,9.66
06/25/2018 13:34:51.000000,8.2,10.93,10.51
06/25/2018 13:38:51.000000,8.1,9.74,9.74
06/25/2018 13:41:31.000000,7.56,9.78,9.46
06/25/2018 13:44:10.000000,6.88,8.67,8.43
06/25/2018 13:46:51.000000,6.31,8.67,8.24
06/25/2018 13:50:50.000000,6.22,8.49,8.0
06/25/2018 13:53:31.000000,6.44,8.51,7.85
06/25/2018 13:56:11.000000,5.21,7.0,6.93
06/25/2018 13:58:50.000000,6.14,7.52,7.52
06/25/2018 14:02:50.000000,6.0,8.46,8.0
06/25/2018 14:05:31.000000,6.02,8.05,7.51
06/25/2018 14:08:10.000000,6.12,8.61,8.24
06/25/2018 14:10:51.000000,6.51,7.93,7.93
06/25/2018 14:14:51.000000,6.85,7.95,7.75
06/25/2018 14:17:31.000000,6.76,7.9,7.9
06/25/2018 14:20:11.000000,6.39,8.05,7.56
06/25/2018 14:22:50.000000,5.46,6.83,6.51
06/25/2018 14:26:50.000000,6.26,8.21,8.21
06/25/2018 14:29:31.000000,5.49,7.66,7.05
06/25/2018 14:32:11.000000,4.87,6.68,6.22
06/25/2018 14:34:51.000000,5.69,6.79,6.79
06/25/2018 14:38:50.000000,5.55,6.79,6.79
06/25/2018 14:41:30.000000,5.76,7.17,6.88
06/25/2018 14:44:11.000000,4.85,6.8,6.49
06/25/2018 14:46:51.000000,5.05,6.59,6.2
06/25/2018 14:50:52.000000,3.67,5.52,5.19
06/25/2018 14:53:30.000000,4.17,5.68,5.68
06/25/2018 14:56:10.000000,4.51,5.71,5.61
06/25/2018 14:58:51.000000,4.98,6.62,6.31
06/25/2018 15:02:50.000000,4.46,5.78,5.78
06/25/2018 15:05:31.000000,5.21,6.57,6.4
06/25/2018 15:08:11.000000,3.63,4.66,4.66
06/25/2018 15:10:51.000000,4.21,5.19,5.14
06/25/2018 15:14:51.000000,4.57,5.6,5.43
06/25/2018 15:17:30.000000,4.88,6.48,6.02
06/25/2018 15:20:10.000000,3.71,4.44,4.44
06/25/2018 15:22:50.000000,4.0,5.24,5.21
06/25/2018 15:26:51.000000,4.6,5.43,5.43
06/25/2018 15:29:30.000000,4.24,5.45,5.02
06/25/2018 15:32:10.000000,3.8,5.02,4.71
06/25/2018 15:34:51.000000,4.27,4.78,4.78
06/25/2018 15:38:50.000000,3.76,4.92,4.76
06/25/2018 15:41:31.000000,3.4,4.36,4.36
06/25/2018 15:53:30.000000,2.44,3.0,2.73
06/25/2018 15:56:10.000000,1.66,2.24,2.24
06/25/2018 15:58:51.000000,2.24,2.88,2.62
06/25/2018 16:02:51.000000,2.55,3.03,2.87
06/25/2018 16:05:31.000000,1.93,2.52,2.31
06/25/2018 16:08:10.000000,2.31,2.95,2.95
06/25/2018 16:10:50.000000,1.72,2.19,2.19
06/25/2018 16:14:50.000000,3.15,3.97,3.85
06/25/2018 16:17:31.000000,3.21,3.62,3.62
06/25/2018 16:20:11.000000,2.72,3.86,3.72
06/25/2018 16:22:50.000000,2.66,3.0,3.0
06/25/2018 16:26:51.000000,3.07,3.98,3.98
06/25/2018 16:29:30.000000,2.49,3.44,3.02
06/25/2018 16:32:10.000000,2.79,3.6,3.6
06/25/2018 16:34:51.000000,2.5,3.38,3.05
06/25/2018 16:37:31.000000,2.62,3.05,3.05
06/25/2018 16:41:30.000000,2.95,3.3,3.3
06/25/2018 16:44:11.000000,2.83,3.14,3.14
06/25/2018 16:46:51.000000,3.14,4.88,4.48
06/25/2018 16:50:51.000000,2.64,3.07,3.05
06/25/2018 16:53:31.000000,2.64,3.17,3.17
06/25/2018 16:56:11.000000,2.57,3.12,3.12
06/25/2018 16:58:51.000000,2.33,3.21,3.12
06/25/2018 17:02:51.000000,2.64,3.29,3.29
06/25/2018 17:05:31.000000,2.59,3.73,3.59
06/25/2018 17:08:11.000000,3.54,4.37,4.37
06/25/2018 17:10:51.000000,3.1,3.69,3.69
06/25/2018 17:14:51.000000,3.15,3.7,3.7
06/25/2018 17:17:30.000000,3.1,3.98,3.62
06/25/2018 17:20:11.000000,2.95,3.44,3.44
06/25/2018 17:22:50.000000,2.62,3.52,3.31
06/25/2018 17:26:51.000000,3.07,4.1,4.07
06/25/2018 17:29:30.000000,3.5,4.48,4.48
06/25/2018 17:32:11.000000,3.12,3.8,3.8
06/25/2018 17:34:51.000000,2.5,3.33,3.33
06/25/2018 17:38:51.000000,3.02,3.85,3.85
06/25/2018 17:41:31.000000,3.07,3.68,3.68
06/25/2018 17:44:11.000000,3.1,3.88,3.88
06/25/2018 17:46:50.000000,3.55,4.43,4.2
06/25/2018 17:50:51.000000,3.02,3.95,3.88
06/25/2018 17:53:30.000000,3.81,5.17,4.71
06/25/2018 17:56:11.000000,3.74,4.33,4.33
06/25/2018 17:58:51.000000,3.83,5.33,5.21
06/25/2018 18:02:50.000000,3.62,5.12,4.55
06/25/2018 18:05:31.000000,2.95,3.74,3.74
06/25/2018 18:08:11.000000,3.6,4.6,4.38
06/25/2018 18:10:51.000000,3.5,4.14,4.14
06/25/2018 18:14:51.000000,3.48,4.79,4.52
06/25/2018 18:17:31.000000,3.76,5.17,5.14
06/25/2018 18:20:11.000000,3.76,4.64,4.29
06/25/2018 18:22:51.000000,3.6,4.5,3.98
06/25/2018 18:26:51.000000,3.73,4.95,4.68
06/25/2018 18:29:31.000000,4.76,5.76,5.68
06/25/2018 18:32:11.000000,4.17,5.38,5.38
06/25/2018 18:34:51.000000,4.29,5.21,4.9
06/25/2018 18:38:51.000000,4.18,4.97,4.74
06/25/2018 18:41:31.000000,3.98,4.79,4.74
06/25/2018 18:44:11.000000,3.47,4.1,4.1
06/25/2018 18:46:51.000000,2.73,3.48,3.27
06/25/2018 18:50:50.000000,3.76,4.9,4.19
06/25/2018 18:53:31.000000,3.79,4.69,4.69
06/25/2018 18:56:12.000000,3.98,5.07,4.78
06/25/2018 18:58:50.000000,3.95,4.4,4.26
06/25/2018 19:02:51.000000,3.43,4.6,3.95
06/25/2018 19:05:31.000000,2.76,3.43,3.43
06/25/2018 19:08:11.000000,3.56,4.79,4.54
06/25/2018 19:10:51.000000,3.44,4.61,4.61
06/25/2018 19:14:51.000000,3.65,4.7,4.7
06/25/2018 19:17:31.000000,3.93,5.14,5.14
06/25/2018 19:20:11.000000,3.12,4.4,4.1
06/25/2018 19:22:51.000000,3.71,4.29,3.93
06/25/2018 19:25:31.000000,4.14,5.51,5.0
06/25/2018 19:29:31.000000,3.07,4.02,4.02
06/25/2018 19:32:11.000000,3.02,4.05,3.74
06/25/2018 19:34:53.000000,3.75,4.32,4.32
06/25/2018 19:38:50.000000,2.54,3.85,3.49
06/25/2018 19:41:31.000000,2.43,3.0,3.0
06/25/2018 19:44:11.000000,2.76,3.49,3.49
06/25/2018 19:46:51.000000,2.59,3.56,3.56
06/25/2018 19:50:51.000000,2.56,3.46,3.44
06/25/2018 19:53:31.000000,2.9,4.05,3.93
06/25/2018 19:56:11.000000,2.57,3.83,3.57
06/25/2018 19:58:51.000000,2.21,2.95,2.95
06/25/2018 20:02:51.000000,2.9,3.8,3.29
06/25/2018 20:05:31.000000,2.95,3.65,3.65
06/25/2018 20:08:11.000000,2.31,3.17,3.17
06/25/2018 20:10:51.000000,2.6,3.29,3.29
06/25/2018 20:14:50.000000,2.0,3.24,2.98
06/25/2018 20:17:31.000000,2.27,2.95,2.76
06/25/2018 20:20:11.000000,2.0,2.76,2.66
06/25/2018 20:22:51.000000,2.37,3.5,3.25
06/25/2018 20:26:51.000000,2.65,3.5,3.37
06/25/2018 20:29:31.000000,2.41,3.07,2.78
06/25/2018 20:32:11.000000,2.07,2.72,2.42
06/25/2018 20:34:51.000000,2.29,2.98,2.98
06/25/2018 20:38:51.000000,2.22,2.9,2.46
06/25/2018 20:41:31.000000,2.33,3.21,3.21
06/25/2018 20:44:11.000000,2.17,2.88,2.88
06/25/2018 20:46:50.000000,2.43,3.26,3.02
06/25/2018 20:50:51.000000,1.44,2.8,2.29
06/25/2018 20:53:31.000000,2.1,2.88,2.88
06/25/2018 20:56:11.000000,1.79,2.4,2.4
06/25/2018 20:58:51.000000,2.24,2.31,2.31
06/25/2018 21:02:51.000000,1.92,2.5,2.3
06/25/2018 21:05:31.000000,1.98,2.83,2.64
06/25/2018 21:08:11.000000,2.07,2.93,2.57
06/25/2018 21:10:51.000000,1.93,2.05,2.05
06/25/2018 21:14:51.000000,2.02,2.66,2.54
06/25/2018 21:17:31.000000,2.32,3.29,3.29
06/25/2018 21:20:11.000000,2.0,2.51,2.51
06/25/2018 21:22:51.000000,2.61,3.2,2.88
06/25/2018 21:26:51.000000,2.0,2.45,2.45
06/25/2018 21:29:31.000000,2.0,2.31,2.31
06/25/2018 21:32:11.000000,1.86,2.57,2.38
06/25/2018 21:34:51.000000,2.43,2.98,2.98
06/25/2018 21:38:51.000000,2.1,2.83,2.55
06/25/2018 21:41:31.000000,2.07,2.81,2.81
06/25/2018 21:44:11.000000,2.0,2.33,2.33
06/25/2018 21:46:51.000000,2.21,2.88,2.6
06/25/2018 21:50:51.000000,1.25,2.08,1.87
06/25/2018 21:53:31.000000,1.56,2.12,2.12
06/25/2018 21:56:11.000000,1.7,2.42,2.23
06/25/2018 21:58:51.000000,1.67,2.31,2.12
06/25/2018 22:02:51.000000,1.67,2.33,2.26
06/25/2018 22:05:31.000000,1.83,2.6,2.6
06/25/2018 22:08:11.000000,2.17,2.61,2.41
06/25/2018 22:10:51.000000,1.95,2.73,2.73
06/25/2018 22:14:51.000000,1.59,2.15,2.15
06/25/2018 22:17:31.000000,2.26,2.86,2.86
06/25/2018 22:20:11.000000,1.9,3.1,2.76
06/25/2018 22:22:51.000000,2.4,3.1,2.97
06/25/2018 22:26:51.000000,2.1,2.31,2.31
06/25/2018 22:29:31.000000,2.09,2.81,2.58
06/25/2018 22:32:11.000000,1.98,2.64,2.48
06/25/2018 22:34:51.000000,2.88,3.33,3.33
06/25/2018 22:37:31.000000,7.54,10.17,10.05
06/25/2018 22:41:31.000000,2.07,2.9,2.9
06/25/2018 22:44:11.000000,2.23,2.6,2.49
06/25/2018 22:46:51.000000,1.98,2.55,2.29
06/25/2018 22:50:51.000000,2.0,2.69,2.48
06/25/2018 22:53:31.000000,2.45,2.57,2.57
06/25/2018 22:56:11.000000,2.46,3.54,3.37
06/25/2018 22:58:51.000000,2.07,2.67,2.67
06/25/2018 23:02:51.000000,2.14,2.69,2.33
06/25/2018 23:05:31.000000,1.8,2.0,2.0
06/25/2018 23:08:11.000000,1.92,2.65,2.33
06/25/2018 23:10:51.000000,2.2,2.27,2.27
06/25/2018 23:14:51.000000,2.07,2.9,2.68
06/25/2018 23:17:31.000000,1.62,2.4,2.4
06/25/2018 23:20:11.000000,2.4,2.81,2.81
06/25/2018 23:22:51.000000,2.21,2.29,2.29
06/25/2018 23:26:51.000000,1.74,2.6,2.52
06/25/2018 23:29:31.000000,1.64,2.02,1.95
06/25/2018 23:32:11.000000,1.45,1.74,1.74
06/25/2018 23:34:51.000000,1.6,2.17,2.17
06/25/2018 23:37:31.000000,1.69,2.5,2.0
06/25/2018 23:41:31.000000,1.95,2.44,2.0
06/25/2018 23:44:11.000000,2.24,2.88,2.88
06/25/2018 23:46:51.000000,2.86,3.42,3.42
06/25/2018 23:49:31.000000,2.81,3.36,3.14
06/25/2018 23:53:31.000000,2.05,3.0,2.52
06/25/2018 23:56:11.000000,2.92,3.25,3.25
06/25/2018 23:58:51.000000,2.6,3.05,3.05
06/26/2018 00:02:51.000000,2.45,3.05,2.98
06/26/2018 00:05:31.000000,1.81,2.29,2.29
06/26/2018 00:08:11.000000,2.0,2.31,2.31
06/26/2018 00:10:51.000000,2.71,3.52,3.52
06/26/2018 00:14:51.000000,2.66,3.05,2.98
06/26/2018 00:17:31.000000,2.14,3.0,2.49
06/26/2018 00:20:11.000000,2.6,3.07,3.07
06/26/2018 00:22:51.000000,2.55,3.05,2.98
06/26/2018 00:25:31.000000,1.81,2.81,2.52
06/26/2018 00:29:31.000000,2.0,2.74,2.74
06/26/2018 00:32:11.000000,2.02,2.38,2.38
06/26/2018 00:34:51.000000,2.41,3.1,2.93
06/26/2018 00:38:51.000000,1.51,2.37,2.07
06/26/2018 00:41:31.000000,1.5,1.88,1.88
06/26/2018 00:44:11.000000,1.8,2.51,1.93
06/26/2018 00:46:51.000000,1.81,2.45,2.45
06/26/2018 00:50:51.000000,1.72,2.08,2.08
06/26/2018 00:53:31.000000,2.05,2.72,2.72
06/26/2018 00:56:11.000000,2.14,2.45,2.43
06/26/2018 00:58:51.000000,1.4,1.74,1.74
06/26/2018 01:02:51.000000,1.56,1.74,1.74
06/26/2018 01:05:31.000000,1.33,1.55,1.55
06/26/2018 01:08:11.000000,1.95,2.45,2.45
06/26/2018 01:10:51.000000,2.02,2.3,2.3
06/26/2018 01:14:51.000000,2.0,2.34,2.27
06/26/2018 01:17:31.000000,2.24,2.66,2.66
06/26/2018 01:20:11.000000,1.9,2.55,2.33
06/26/2018 01:22:51.000000,1.98,2.34,2.34
06/26/2018 01:26:51.000000,2.4,2.98,2.76
06/26/2018 01:29:31.000000,2.43,3.17,2.86
06/26/2018 01:32:11.000000,1.7,2.33,1.77
06/26/2018 01:34:51.000000,2.28,2.42,2.35
06/26/2018 01:38:51.000000,1.66,2.12,2.12
06/26/2018 01:41:31.000000,1.88,2.32,2.32
06/26/2018 01:44:11.000000,1.74,2.64,2.19
06/26/2018 01:46:51.000000,1.93,2.79,2.79
06/26/2018 01:49:31.000000,2.56,3.14,3.14
06/26/2018 01:53:31.000000,2.07,2.5,2.5
06/26/2018 01:56:11.000000,1.9,2.65,2.58
06/26/2018 01:58:51.000000,2.07,2.59,2.49
06/26/2018 02:02:51.000000,2.37,3.34,3.12
06/26/2018 02:05:31.000000,1.33,1.83,1.83
06/26/2018 02:08:11.000000,1.82,2.43,2.43
06/26/2018 02:10:51.000000,1.68,2.05,2.05
06/26/2018 02:14:51.000000,2.0,2.2,2.2
06/26/2018 02:17:31.000000,1.79,2.71,2.71
06/26/2018 02:20:13.000000,2.37,2.98,2.85
06/26/2018 02:22:51.000000,2.48,3.12,3.12
06/26/2018 02:26:51.000000,2.71,3.12,3.0
06/26/2018 02:29:31.000000,2.44,3.16,2.91
06/26/2018 02:32:11.000000,1.95,3.1,2.88
06/26/2018 02:34:51.000000,1.78,2.8,2.41
06/26/2018 02:38:51.000000,2.21,2.9,2.9
06/26/2018 02:41:31.000000,2.55,3.48,3.33
06/26/2018 02:44:11.000000,2.83,3.62,3.62
06/26/2018 02:46:51.000000,3.05,3.76,3.76
06/26/2018 02:49:31.000000,2.63,3.54,3.24
06/26/2018 02:53:31.000000,2.51,3.71,3.44
06/26/2018 02:56:11.000000,2.88,3.26,3.26
06/26/2018 02:58:51.000000,3.27,4.0,3.73
06/26/2018 03:02:51.000000,4.0,4.98,4.56
06/26/2018 03:05:31.000000,4.08,5.89,5.58
06/26/2018 03:08:11.000000,3.71,4.32,4.24
06/26/2018 03:10:51.000000,4.57,5.88,5.67
06/26/2018 03:14:51.000000,4.12,5.95,5.4
06/26/2018 03:17:31.000000,4.0,5.44,4.8
06/26/2018 03:20:11.000000,4.25,5.35,5.0
06/26/2018 03:22:51.000000,3.64,5.38,5.07
06/26/2018 03:26:51.000000,3.49,4.49,4.33
06/26/2018 03:29:31.000000,5.0,5.88,5.69
06/26/2018 03:32:11.000000,3.93,4.95,4.71
06/26/2018 03:34:51.000000,4.88,6.43,6.14
06/26/2018 03:38:51.000000,5.49,6.59,6.29
06/26/2018 03:41:31.000000,6.66,7.71,7.71
06/26/2018 03:44:16.000000,7.12,9.47,9.0
06/26/2018 03:46:54.000000,8.26,9.72,9.33
06/26/2018 03:49:31.000000,8.68,10.8,10.63
06/26/2018 03:53:31.000000,8.49,10.62,10.05
06/26/2018 03:56:11.000000,7.21,8.45,8.31
06/26/2018 03:58:51.000000,7.14,9.21,8.47
06/26/2018 04:02:51.000000,6.72,9.18,8.51
06/26/2018 04:05:31.000000,7.37,9.75,9.0
06/26/2018 04:08:11.000000,7.88,10.4,10.21
06/26/2018 04:10:51.000000,7.55,9.36,8.69
06/26/2018 04:14:51.000000,9.2,11.56,11.46
06/26/2018 04:17:31.000000,8.48,10.9,10.62
06/26/2018 04:20:14.000000,8.35,10.75,10.3
06/26/2018 04:22:51.000000,8.14,10.52,10.29
06/26/2018 04:26:53.000000,6.78,8.51,8.22
06/26/2018 04:29:33.000000,6.42,7.7,7.4
06/26/2018 04:32:11.000000,8.79,11.93,11.33
06/26/2018 04:34:51.000000,9.21,11.89,11.29
06/26/2018 04:38:51.000000,8.02,10.15,9.93
06/26/2018 04:41:31.000000,9.43,11.57,10.98
06/26/2018 04:44:11.000000,9.24,11.73,10.93
06/26/2018 04:46:51.000000,8.86,11.4,11.0
06/26/2018 04:50:51.000000,8.51,10.58,10.23
06/26/2018 04:53:31.000000,7.69,9.6,9.29
06/26/2018 04:56:11.000000,7.05,9.02,8.52
06/26/2018 04:58:51.000000,7.05,8.07,7.95
06/26/2018 05:01:31.000000,7.0,8.33,8.12
06/26/2018 05:05:31.000000,5.52,7.33,6.9
06/26/2018 05:08:11.000000,5.64,6.71,6.71
06/26/2018 05:10:51.000000,5.66,7.1,6.71
06/26/2018 05:14:51.000000,6.12,7.98,7.1
06/26/2018 05:17:31.000000,5.71,8.05,7.36
06/26/2018 05:20:12.000000,6.1,7.4,7.07
06/26/2018 05:22:51.000000,5.63,7.41,6.85
06/26/2018 05:25:31.000000,5.69,6.69,6.45
06/26/2018 05:29:31.000000,5.09,6.58,6.42
06/26/2018 05:32:11.000000,5.05,6.13,6.13
06/26/2018 05:34:51.000000,5.76,7.39,7.02
06/26/2018 05:38:51.000000,5.69,7.79,7.43
06/26/2018 05:41:31.000000,5.9,7.05,6.9
06/26/2018 05:44:11.000000,6.05,7.69,7.21
06/26/2018 05:46:51.000000,5.54,7.31,7.1
06/26/2018 05:49:31.000000,6.5,7.35,7.18
06/26/2018 05:53:31.000000,5.16,6.58,6.23
06/26/2018 05:56:11.000000,5.88,7.17,6.83
06/26/2018 05:58:51.000000,5.56,6.63,6.63
06/26/2018 06:02:51.000000,4.78,6.07,5.57
06/26/2018 06:05:32.000000,5.29,7.59,6.71
06/26/2018 06:08:11.000000,5.39,6.85,6.66
06/26/2018 06:10:51.000000,6.12,8.07,7.63
06/26/2018 06:14:51.000000,7.5,9.43,9.0
06/26/2018 06:17:31.000000,7.36,10.29,9.71
06/26/2018 06:20:11.000000,7.5,9.27,8.98
06/26/2018 06:22:51.000000,6.72,8.63,8.28
06/26/2018 06:25:31.000000,7.26,8.81,8.81
06/26/2018 06:29:31.000000,6.79,8.7,8.09
06/26/2018 06:32:11.000000,6.1,8.1,7.19
06/26/2018 06:34:51.000000,6.61,7.93,7.93
06/26/2018 06:37:32.000000,5.45,7.5,7.02
06/26/2018 06:41:31.000000,6.05,7.12,7.12
06/26/2018 06:44:11.000000,5.95,7.12,7.12
06/26/2018 06:46:52.000000,6.18,6.97,6.62
06/26/2018 06:50:51.000000,6.07,7.83,7.6
06/26/2018 06:53:31.000000,5.97,7.23,6.97
06/26/2018 06:56:11.000000,5.76,7.19,6.88
06/26/2018 06:58:51.000000,5.29,6.6,6.6
06/26/2018 07:01:31.000000,5.82,7.34,7.13
06/26/2018 07:05:31.000000,7.43,9.2,8.9
06/26/2018 07:08:11.000000,5.52,6.98,6.81
06/26/2018 07:10:51.000000,5.68,6.85,6.61
06/26/2018 07:14:51.000000,4.93,5.78,5.78
06/26/2018 07:17:31.000000,5.1,6.83,6.07
06/26/2018 07:20:12.000000,5.07,6.0,6.0
06/26/2018 07:22:51.000000,5.71,7.49,6.93
06/26/2018 07:25:31.000000,5.63,7.39,6.88
06/26/2018 07:29:31.000000,5.71,7.24,7.12
06/26/2018 07:32:11.000000,5.33,6.58,6.21
06/26/2018 07:34:51.000000,4.67,5.88,5.7
06/26/2018 07:37:31.000000,5.2,6.71,6.32
06/26/2018 07:41:31.000000,5.0,6.24,6.05
06/26/2018 07:44:11.000000,5.19,6.74,6.33
06/26/2018 07:46:51.000000,5.35,7.05,6.78
06/26/2018 07:50:51.000000,5.6,6.69,6.26
06/26/2018 07:53:31.000000,5.3,6.53,6.3
06/26/2018 07:56:11.000000,5.22,6.73,6.15
06/26/2018 07:58:51.000000,5.79,7.07,6.69
06/26/2018 08:02:51.000000,5.24,6.54,6.39
06/26/2018 08:08:11.000000,5.39,7.11,6.5
06/26/2018 08:10:51.000000,5.31,6.14,6.14
06/26/2018 08:14:51.000000,5.73,7.27,6.76
06/26/2018 08:17:31.000000,6.39,7.61,7.39
06/26/2018 08:20:12.000000,5.5,6.6,6.6
06/26/2018 08:22:51.000000,5.64,7.48,6.9
06/26/2018 08:25:31.000000,5.17,6.29,6.15
06/26/2018 08:29:31.000000,4.98,6.46,6.0
06/26/2018 08:32:11.000000,5.3,7.35,6.62
06/26/2018 08:34:51.000000,5.33,7.14,6.19
06/26/2018 08:37:31.000000,4.66,5.32,5.2
06/26/2018 08:41:31.000000,5.57,7.25,6.75
06/26/2018 08:44:11.000000,6.43,8.12,7.98
06/26/2018 08:46:51.000000,5.68,7.54,7.0
06/26/2018 08:50:51.000000,7.72,11.15,9.38
06/26/2018 08:53:31.000000,7.48,8.86,8.71
06/26/2018 08:56:12.000000,7.35,8.43,8.43
06/26/2018 08:58:51.000000,6.93,8.31,8.12
06/26/2018 09:01:31.000000,6.81,8.4,8.4
06/26/2018 09:05:31.000000,6.46,8.56,8.17
06/26/2018 09:08:11.000000,5.71,7.12,7.12
06/26/2018 09:10:51.000000,5.72,6.92,6.92
06/26/2018 09:14:51.000000,5.29,6.59,6.46
06/26/2018 09:17:31.000000,4.6,6.43,6.0
06/26/2018 09:20:11.000000,4.9,6.1,6.1
06/26/2018 09:22:52.000000,4.69,5.71,5.55
06/26/2018 09:25:31.000000,5.02,5.9,5.54
06/26/2018 09:29:31.000000,5.0,6.71,6.17
06/26/2018 09:32:11.000000,5.33,6.95,6.76
06/26/2018 09:34:51.000000,5.0,7.17,6.68
06/26/2018 09:37:31.000000,4.76,6.43,5.71
06/26/2018 09:41:31.000000,4.9,6.05,5.79
06/26/2018 09:44:11.000000,4.98,5.95,5.76
06/26/2018 09:46:51.000000,5.55,7.24,6.76
06/26/2018 09:49:31.000000,4.97,6.8,6.05
06/26/2018 09:53:31.000000,5.24,6.8,6.24
06/26/2018 09:56:11.000000,5.44,6.59,6.51
